rank,hidden_dims,depth,width,lr,weight_decay,dropout,params,best_epoch,total_epochs,n_train,n_test,test_mse,test_rmse,test_mae,test_r2,train_mse,train_r2,overfit_gap,time_sec,Fx_R2,Fx_MAE,Fx_RMSE,Fx_MAPE%,Fy_R2,Fy_MAE,Fy_RMSE,Fy_MAPE%,Fz_R2,Fz_MAE,Fz_RMSE,Fz_MAPE%,Torque_R2,Torque_MAE,Torque_RMSE,Torque_MAPE%
534,"[128, 256, 256, 128, 64]",5,256,0.005000,0.000000,0.200000,148036,411,712,5760,1440,0.014448,0.120201,0.077101,0.984741,0.007063,0.992937,0.008196,470.200000,0.995380,0.051284,0.067277,17.937546,0.952440,0.154024,0.210544,107.595863,0.994407,0.059030,0.076101,24.692301,0.996736,0.044064,0.056093,91.065559
535,"[64, 128, 256, 128, 64]",5,256,0.005000,0.001000,0.100000,87108,1803,2000,5760,1440,0.014455,0.120227,0.071884,0.984657,0.010815,0.989185,0.004528,1264.000000,0.996863,0.042378,0.055433,16.243124,0.947818,0.161082,0.220538,96.950096,0.996186,0.047539,0.062836,29.988544,0.997759,0.036538,0.046480,92.579979
536,"[64, 128, 128, 64]",4,128,0.001000,0.000000,0.200000,37188,336,637,5760,1440,0.014475,0.120313,0.078673,0.984700,0.008766,0.991234,0.006535,340.400000,0.995155,0.055385,0.068890,24.669832,0.952661,0.151926,0.210056,98.633759,0.995262,0.055522,0.070036,35.443478,0.995720,0.051860,0.064237,107.047539
537,"[64, 128, 256, 128, 64]",5,256,0.001000,0.000010,0.200000,87108,1193,1494,5760,1440,0.014482,0.120340,0.075230,0.984680,0.005805,0.994195,0.009515,931.500000,0.996329,0.046442,0.059965,17.062235,0.951014,0.152447,0.213678,109.937523,0.994943,0.056803,0.072356,26.890278,0.996435,0.045226,0.058627,61.921898
538,"[64, 128, 64]",3,128,0.005000,0.001000,0.100000,20420,1664,1965,5760,1440,0.014510,0.120459,0.070762,0.984600,0.012721,0.987279,0.002679,1055.900000,0.997324,0.039533,0.051204,16.119499,0.947407,0.158139,0.221404,102.955826,0.995831,0.049528,0.065703,23.269215,0.997839,0.035848,0.045641,88.433075
539,"[256, 512, 512, 256]",4,512,0.005000,0.001000,0.200000,541956,1710,2000,5760,1440,0.014511,0.120462,0.069665,0.984585,0.012120,0.987880,0.003295,1292.700000,0.997365,0.038557,0.050810,14.253296,0.946507,0.162196,0.223291,100.834373,0.996206,0.046591,0.062674,27.187315,0.998261,0.031318,0.040943,95.589478
540,"[64, 128, 256, 128, 64]",5,256,0.000100,0.000010,0.200000,87108,668,969,5760,1440,0.014514,0.120474,0.075726,0.984632,0.007483,0.992517,0.007884,632.000000,0.996844,0.044467,0.055601,21.173925,0.950306,0.156899,0.215217,104.192993,0.995292,0.053636,0.069821,25.432943,0.996088,0.047902,0.061413,190.663803
541,"[128, 256, 256, 128, 64]",5,256,0.001000,0.000000,0.200000,148036,764,1065,5760,1440,0.014524,0.120515,0.074650,0.984626,0.005587,0.994413,0.009786,701.400000,0.996514,0.044389,0.058441,16.487299,0.950115,0.154799,0.215628,104.292709,0.995053,0.057003,0.071567,23.667620,0.996823,0.042407,0.055341,119.434692
542,"[64, 128, 256, 128, 64]",5,256,0.000500,0.000010,0.200000,87108,818,1119,5760,1440,0.014534,0.120556,0.075417,0.984623,0.006248,0.993752,0.009129,697.900000,0.996570,0.045222,0.057970,19.525295,0.950473,0.154087,0.214853,102.339386,0.994855,0.057535,0.072987,27.008224,0.996593,0.044822,0.057315,154.394958
543,"[128, 256, 256, 128, 64]",5,256,0.005000,0.000100,0.100000,148036,1021,1322,5760,1440,0.014566,0.120692,0.076446,0.984596,0.010434,0.989566,0.004969,894.900000,0.995643,0.049937,0.065329,14.867074,0.951795,0.150369,0.211967,116.512932,0.995224,0.054504,0.070321,29.684435,0.995724,0.050975,0.064210,118.192665
544,"[64, 128, 128, 64]",4,128,0.001000,0.000010,0.200000,37188,957,1258,5760,1440,0.014590,0.120788,0.075631,0.984586,0.006944,0.993056,0.008470,727.700000,0.996622,0.044874,0.057525,16.278481,0.951016,0.151390,0.213673,134.854553,0.993928,0.061906,0.079287,25.042604,0.996777,0.044352,0.055746,62.618847
545,"[64, 128, 128, 64]",4,128,0.000500,0.000000,0.200000,37188,569,870,5760,1440,0.014593,0.120802,0.077996,0.984576,0.007574,0.992426,0.007850,494.800000,0.995670,0.051341,0.065125,17.128572,0.952054,0.153082,0.211397,100.525108,0.994961,0.056747,0.072232,30.242405,0.995618,0.050814,0.064996,72.623337
546,"[64, 128, 256, 256, 128]",5,256,0.000100,0.000000,0.000000,145284,311,612,5760,1440,0.014594,0.120807,0.071072,0.984497,0.003498,0.996502,0.012005,383.100000,0.997624,0.036977,0.048249,14.757882,0.946541,0.161465,0.223220,127.628105,0.996234,0.048951,0.062443,28.299870,0.997591,0.036894,0.048196,39.062923
547,"[128, 256, 256, 128]",4,256,0.005000,0.001000,0.200000,139908,1860,2000,5760,1440,0.014610,0.120871,0.070973,0.984513,0.012372,0.987628,0.003114,1235.000000,0.997133,0.040019,0.052999,12.862180,0.947834,0.159051,0.220503,97.353935,0.995191,0.050830,0.070559,28.976105,0.997894,0.033992,0.045060,136.831421
548,"[64, 128, 128, 64]",4,128,0.005000,0.000000,0.200000,37188,579,880,5760,1440,0.014616,0.120896,0.077123,0.984547,0.008149,0.991850,0.007304,484.500000,0.996753,0.045308,0.056395,16.887516,0.950749,0.154315,0.214254,113.384155,0.994438,0.061121,0.075887,31.551920,0.996246,0.047748,0.060162,132.095078
549,"[64, 128, 64]",3,128,0.005000,0.001000,0.000000,20420,1641,1942,5760,1440,0.014623,0.120924,0.070726,0.984461,0.012053,0.987947,0.003486,993.000000,0.997723,0.036813,0.047224,13.557483,0.945898,0.165815,0.224559,112.348038,0.996282,0.046256,0.062044,25.109407,0.997942,0.034020,0.044543,85.966881
550,"[64, 128, 256, 128, 64]",5,256,0.001000,0.000100,0.200000,87108,977,1278,5760,1440,0.014637,0.120985,0.076733,0.984520,0.007564,0.992436,0.007916,820.700000,0.996411,0.045087,0.059296,16.890022,0.951092,0.154002,0.213508,102.287086,0.994917,0.057783,0.072545,28.637527,0.995659,0.050061,0.064691,136.081985
551,"[128, 256, 512, 256]",4,512,0.005000,0.001000,0.200000,305412,1988,2000,5760,1440,0.014707,0.121274,0.071752,0.984385,0.012310,0.987690,0.003305,1252.300000,0.997139,0.040431,0.052943,14.696563,0.946600,0.163423,0.223097,99.334503,0.996120,0.047417,0.063380,26.823494,0.997680,0.035738,0.047298,71.542572
552,"[64, 128, 256, 128]",4,256,0.005000,0.001000,0.200000,78980,1857,2000,5760,1440,0.014813,0.121708,0.073396,0.984273,0.012608,0.987392,0.003119,1204.500000,0.997386,0.039485,0.050601,14.892922,0.946280,0.163254,0.223765,112.942177,0.996051,0.050926,0.063942,30.251881,0.997374,0.039921,0.050315,151.799042
553,"[64, 128, 256, 128, 64]",5,256,0.005000,0.000000,0.200000,87108,301,602,5760,1440,0.014873,0.121957,0.080192,0.984307,0.008835,0.991165,0.006857,364.600000,0.995142,0.055229,0.068987,27.052414,0.952058,0.151752,0.211389,105.403214,0.993863,0.064657,0.079711,32.799198,0.996167,0.049128,0.060789,176.940887
554,"[64, 128, 64]",3,128,0.005000,0.000100,0.200000,20420,1042,1343,5760,1440,0.014880,0.121985,0.077485,0.984245,0.011527,0.988473,0.004228,706.500000,0.995961,0.051007,0.062898,18.189184,0.949283,0.157403,0.217419,93.611115,0.995457,0.053561,0.068582,29.095615,0.996276,0.047971,0.059920,85.806557
555,"[64, 128, 256, 128]",4,256,0.005000,0.001000,0.000000,78980,1878,2000,5760,1440,0.014927,0.122177,0.073296,0.984170,0.012655,0.987345,0.003175,1157.500000,0.997633,0.038552,0.048157,13.015394,0.946148,0.164069,0.224039,111.330383,0.995099,0.053597,0.071235,29.397255,0.997799,0.036968,0.046066,110.652908
556,"[64, 128, 128, 64]",4,128,0.005000,0.001000,0.000000,37188,1123,1424,5760,1440,0.014939,0.122227,0.073776,0.984152,0.013127,0.986873,0.002720,834.000000,0.997282,0.041170,0.051600,13.826234,0.946199,0.163513,0.223933,85.611382,0.995445,0.053189,0.068676,28.065500,0.997684,0.037233,0.047258,137.933685
557,"[128, 256, 256, 128, 64]",5,256,0.000100,0.000000,0.000000,148036,328,629,5760,1440,0.015022,0.122565,0.072828,0.984046,0.003221,0.996779,0.012734,393.800000,0.997466,0.039857,0.049827,17.659111,0.945253,0.161283,0.225894,93.886894,0.996113,0.049394,0.063443,25.063715,0.997352,0.040780,0.050528,101.614388
558,"[128, 256, 128]",3,256,0.005000,0.001000,0.100000,73604,1022,1323,5760,1440,0.015076,0.122785,0.072690,0.983997,0.012607,0.987393,0.003396,699.400000,0.997620,0.037666,0.048285,14.963248,0.944859,0.166432,0.226705,105.152412,0.995491,0.052313,0.068328,26.826872,0.998020,0.034346,0.043696,83.065659
559,"[128, 256, 256, 128, 64]",5,256,0.005000,0.001000,0.100000,148036,1532,1833,5760,1440,0.015240,0.123452,0.076072,0.983860,0.012729,0.987271,0.003411,1254.500000,0.996018,0.046494,0.062454,17.656132,0.947531,0.161534,0.221143,91.524567,0.995246,0.051684,0.070159,31.516092,0.996645,0.044577,0.056871,129.404495
560,"[128, 256, 256, 128]",4,256,0.005000,0.001000,0.000000,139908,1034,1335,5760,1440,0.015306,0.123719,0.071754,0.983747,0.012813,0.987187,0.003439,813.800000,0.997562,0.036483,0.048867,14.473127,0.943820,0.165903,0.228830,111.410263,0.995637,0.051040,0.067211,29.290333,0.997971,0.033589,0.044233,72.543655
561,"[256, 512, 512, 256]",4,512,0.005000,0.001000,0.000000,541956,1544,1845,5760,1440,0.015315,0.123754,0.073871,0.983745,0.013321,0.986679,0.002934,1146.800000,0.997018,0.042227,0.054046,16.728333,0.944445,0.166291,0.227555,113.907196,0.995696,0.050735,0.066756,24.509218,0.997820,0.036231,0.045846,115.552277
562,"[64, 128, 128, 64]",4,128,0.005000,0.000100,0.200000,37188,661,962,5760,1440,0.015516,0.124562,0.079455,0.983597,0.012737,0.987263,0.003666,544.300000,0.996038,0.048905,0.062303,19.209805,0.947648,0.163556,0.220898,95.946594,0.994062,0.059810,0.078411,31.733974,0.996643,0.045550,0.056894,95.625412
563,"[256, 512, 256]",3,512,0.005000,0.001000,0.100000,278276,1841,2000,5760,1440,0.015562,0.124749,0.072952,0.983480,0.013638,0.986362,0.002882,1195.000000,0.997410,0.037996,0.050368,19.795595,0.943164,0.168174,0.230163,132.634827,0.995459,0.051442,0.068569,28.854986,0.997888,0.034194,0.045121,109.463501
564,"[64, 128, 128, 64]",4,128,0.005000,0.001000,0.200000,37188,1786,2000,5760,1440,0.015574,0.124797,0.077244,0.983513,0.013354,0.986646,0.003133,1153.100000,0.996436,0.045233,0.059091,18.446445,0.946801,0.160586,0.222678,87.515099,0.994878,0.054884,0.072825,33.057449,0.995938,0.048271,0.062580,170.923462
565,"[128, 256, 512, 256]",4,512,0.005000,0.001000,0.000000,305412,1360,1661,5760,1440,0.015594,0.124877,0.076172,0.983477,0.013784,0.986215,0.002739,1035.100000,0.996726,0.044721,0.056634,15.059149,0.944761,0.167190,0.226906,97.295227,0.994722,0.055832,0.073926,30.304600,0.997699,0.036946,0.047104,92.307922
566,"[256, 512, 256]",3,512,0.005000,0.001000,0.000000,278276,1120,1421,5760,1440,0.015695,0.125278,0.075462,0.983348,0.013787,0.986213,0.002865,838.000000,0.996548,0.043982,0.058151,17.605959,0.943844,0.167651,0.228781,103.301941,0.995694,0.051417,0.066770,27.359915,0.997306,0.038799,0.050967,122.467392
567,"[64, 128, 256, 128, 64]",5,256,0.005000,0.001000,0.000000,87108,1458,1759,5760,1440,0.015829,0.125815,0.078314,0.983227,0.014124,0.985876,0.002650,1075.300000,0.995998,0.049787,0.062617,20.693167,0.944860,0.166621,0.226703,96.142220,0.995275,0.051551,0.069947,29.433361,0.996774,0.045297,0.055769,114.365753
568,"[64, 128, 256, 256, 128]",5,256,0.005000,0.001000,0.000000,145284,1280,1581,5760,1440,0.015929,0.126210,0.076749,0.983145,0.013844,0.986156,0.003010,1067.300000,0.996284,0.046127,0.060338,17.603119,0.944949,0.162990,0.226519,99.828171,0.994050,0.058545,0.078486,31.491867,0.997298,0.039331,0.051036,124.454796
569,"[128, 256, 256, 128, 64]",5,256,0.005000,0.001000,0.000000,148036,1582,1883,5760,1440,0.015989,0.126446,0.079910,0.983075,0.014650,0.985350,0.002275,1242.800000,0.996034,0.049420,0.062332,20.357107,0.945107,0.167272,0.226194,98.298950,0.994647,0.056958,0.074447,26.628456,0.996512,0.045988,0.057989,72.183548
570,"[256, 512, 256]",3,512,0.005000,0.001000,0.200000,278276,1304,1605,5760,1440,0.016311,0.127714,0.075748,0.982696,0.014873,0.985127,0.002431,953.700000,0.997220,0.039860,0.052185,16.254215,0.940876,0.171938,0.234749,125.981628,0.994901,0.055207,0.072661,31.519178,0.997787,0.035987,0.046186,135.527969
571,"[64, 128, 256, 128, 64]",5,256,0.005000,0.000100,0.200000,87108,794,1095,5760,1440,0.016340,0.127828,0.085302,0.982763,0.013028,0.986972,0.004209,693.100000,0.994827,0.057186,0.071188,21.008995,0.947925,0.161051,0.220312,84.748611,0.993315,0.066918,0.083195,31.014149,0.994986,0.056051,0.069525,144.676971
572,"[64, 128, 256, 128, 64]",5,256,0.005000,0.001000,0.200000,87108,1999,2000,5760,1440,0.016348,0.127858,0.080215,0.982700,0.013232,0.986768,0.004068,1264.600000,0.995864,0.049588,0.063654,19.938358,0.944487,0.164556,0.227469,85.900810,0.994565,0.057503,0.075013,29.712475,0.995882,0.049215,0.063007,187.824051
573,"[128, 256, 128]",3,256,0.005000,0.001000,0.200000,73604,1739,2000,5760,1440,0.016364,0.127921,0.076840,0.982658,0.014243,0.985757,0.003099,1060.500000,0.996993,0.041984,0.054276,15.549297,0.941890,0.168261,0.232728,117.764153,0.994470,0.058473,0.075667,32.172668,0.997281,0.038640,0.051201,136.482788
574,"[128, 256, 256, 128, 64]",5,256,0.005000,0.001000,0.200000,148036,1992,2000,5760,1440,0.016462,0.128303,0.081410,0.982596,0.013764,0.986236,0.003640,1366.100000,0.995119,0.053090,0.069146,17.551006,0.945070,0.164303,0.226271,122.396027,0.994183,0.059770,0.077607,30.931288,0.996012,0.048475,0.062007,159.256729
575,"[128, 256, 512, 256, 128]",5,512,0.005000,0.001000,0.000000,338052,1251,1552,5760,1440,0.016989,0.130344,0.081228,0.982023,0.015593,0.984408,0.002384,1062.400000,0.994579,0.054103,0.072872,16.697849,0.942362,0.168744,0.231780,140.554825,0.994469,0.058891,0.075678,36.075191,0.996683,0.043176,0.056553,131.126831
576,"[64, 128, 64]",3,128,0.005000,0.001000,0.200000,20420,1224,1525,5760,1440,0.017193,0.131123,0.082359,0.981816,0.015383,0.984617,0.002801,791.300000,0.995716,0.051132,0.064781,18.649017,0.941433,0.170401,0.233642,130.794006,0.993577,0.062258,0.081550,33.970886,0.996538,0.045643,0.057773,160.652710
